|numvelasfp|empresa|numeroPredicciones|ratioFalsosPositivos|subgrupos
267|29|AKTX|36|80.6000|SG_37;SG_43;SG_34;SG_5;SG_37;SG_43;SG_34;SG_5;SG_42
268|29|JOBS|36|80.6000|SG_3;SG_12;SG_42;SG_19;SG_3;SG_12;SG_42;SG_19
269|25|ODFL|31|80.6000|SG_41;SG_12;SG_19;SG_2;SG_12;SG_19;SG_2
270|25|CVLG|31|80.6000|SG_4;SG_12;SG_18;SG_4;SG_22;SG_12;SG_18
271|25|ADMA|31|80.6000|SG_23;SG_43;SG_5;SG_42;SG_47;SG_23;SG_5;SG_42;SG_47
272|21|IDN|26|80.8000|SG_14;SG_5;SG_42;SG_14;SG_5;SG_42
273|21|GLG|26|80.8000|SG_37;SG_12;SG_5;SG_18;SG_37;SG_12;SG_5;SG_42
274|21|PRTK|26|80.8000|SG_26;SG_43;SG_5;SG_26;SG_43;SG_5;SG_42
275|21|GLRE|26|80.8000|SG_22;SG_5;SG_10;SG_18;SG_22;SG_5;SG_42;SG_10;SG_18
276|21|JCTCF|26|80.8000|SG_37;SG_22;SG_7;SG_42;SG_18;SG_37;SG_22;SG_7
277|21|GAIA|26|80.8000|SG_14;SG_22;SG_5;SG_42;SG_18;SG_14;SG_22;SG_5;SG_18
278|42|FOX|52|80.8000|SG_14;SG_41;SG_26;SG_18;SG_2;SG_14;SG_41;SG_26;SG_18;SG_2
279|38|OTLK|47|80.9000|SG_4;SG_37;SG_23;SG_43;SG_42;SG_4;SG_37;SG_23;SG_43;SG_42
280|17|FSFG|21|81.0000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
281|17|IOVA|21|81.0000|SG_40;SG_3;SG_43;SG_40;SG_3;SG_43;SG_42
282|17|FLDM|21|81.0000|SG_4;SG_43;SG_42;SG_4;SG_22;SG_43;SG_42
283|17|ALLK|21|81.0000|SG_3;SG_42;SG_47;SG_3;SG_43;SG_47
284|17|FITB|21|81.0000|SG_41;SG_22;SG_10;SG_18;SG_2;SG_41;SG_22;SG_46;SG_10;SG_18;SG_2
285|17|CORT|21|81.0000|SG_3;SG_42;SG_19;SG_47;SG_3;SG_43;SG_19;SG_47
286|47|EVGN|58|81.0000|SG_37;SG_33;SG_43;SG_5;SG_42;SG_37;SG_33;SG_22;SG_43;SG_5;SG_42
287|47|CRWD|58|81.0000|SG_14;SG_23;SG_42;SG_47;SG_2;SG_14;SG_23;SG_47;SG_2
288|30|ARKR|37|81.1000|SG_37;SG_23;SG_5;SG_18;SG_37;SG_23;SG_5
289|30|CMCSA|37|81.1000|SG_14;SG_41;SG_23;SG_14;SG_41;SG_23;SG_18
290|30|HOLI|37|81.1000|SG_4;SG_41;SG_22;SG_12;SG_18;SG_4;SG_41;SG_22;SG_12;SG_18
291|30|MHLD|37|81.1000|SG_23;SG_17;SG_42;SG_10;SG_23;SG_17;SG_5;SG_42;SG_10
292|13|LFTRU|16|81.2000|SG_37;SG_26;SG_42;SG_10;SG_37;SG_26;SG_42;SG_10
293|39|HDSN|48|81.2000|SG_24;SG_7;SG_5;SG_42;SG_19;SG_24;SG_7;SG_5;SG_42;SG_19
294|26|III|32|81.2000|SG_41;SG_23;SG_19;SG_14;SG_4;SG_41;SG_23;SG_19
295|13|MTCR|16|81.2000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
296|13|ONEM|16|81.2000|SG_3;SG_42;SG_47;SG_3;SG_43;SG_46;SG_47
297|13|OCUP|16|81.2000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5;SG_42
298|26|AVT|32|81.2000|SG_14;SG_41;SG_3;SG_18;SG_14;SG_41;SG_3;SG_22;SG_18
299|26|MCFT|32|81.2000|SG_4;SG_23;SG_4;SG_23;SG_18
300|13|CHSCM|16|81.2000|SG_41;SG_26;SG_41;SG_26
301|13|DYAI|16|81.2000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43
302|35|FWONK|43|81.4000|SG_14;SG_26;SG_2;SG_14;SG_26;SG_2
303|35|GLAD|43|81.4000|SG_4;SG_41;SG_37;SG_26;SG_10;SG_18;SG_4;SG_41;SG_37;SG_26;SG_18
304|22|BSQR|27|81.5000|SG_14;SG_37;SG_42;SG_14;SG_37;SG_42
305|22|ESXB|27|81.5000|SG_41;SG_22;SG_10;SG_18;SG_41;SG_22;SG_10;SG_18
306|22|OVBC|27|81.5000|SG_37;SG_22;SG_10;SG_41;SG_37;SG_22;SG_5;SG_10
307|22|KNSL|27|81.5000|SG_41;SG_3;SG_22;SG_19;SG_46;SG_10;SG_41;SG_3;SG_22;SG_19
308|31|PCYO|38|81.6000|SG_4;SG_7;SG_18;SG_4;SG_7;SG_18
309|31|LIVN|38|81.6000|SG_3;SG_22;SG_43;SG_34;SG_42;SG_47;SG_3;SG_22;SG_43;SG_34;SG_42
310|62|BWAY|76|81.6000|SG_26;SG_33;SG_43;SG_5;SG_42;SG_26;SG_33;SG_43;SG_5
311|31|FUND|38|81.6000|SG_41;SG_26;SG_5;SG_10;SG_18;SG_41;SG_26;SG_5;SG_10;SG_18
312|31|ADV|38|81.6000|SG_14;SG_23;SG_3;SG_42;SG_14;SG_23;SG_3
313|40|MKD|49|81.6000|SG_37;SG_26;SG_7;SG_5;SG_42;SG_37;SG_26;SG_7;SG_5;SG_42
314|18|ICCC|22|81.8000|SG_37;SG_22;SG_43;SG_5;SG_42;SG_37;SG_22;SG_43;SG_5
315|9|HTBK|11|81.8000|SG_4;SG_22;SG_18;SG_4;SG_41;SG_18
316|9|AIRG|11|81.8000|SG_14;SG_5;SG_42;SG_14;SG_5
317|9|CVBF|11|81.8000|SG_41;SG_3;SG_10;SG_3;SG_10;SG_18
318|9|MGTX|11|81.8000|SG_4;SG_43;SG_4;SG_43;SG_42
319|27|PCVX|33|81.8000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_43;SG_42;SG_46;SG_47
320|18|MLVF|22|81.8000|SG_5;SG_42;SG_19;SG_10;SG_47;SG_22;SG_5;SG_19;SG_10;SG_47
321|9|LTRPB|11|81.8000|SG_14;SG_37;SG_26;SG_5;SG_37;SG_26
322|9|OBSV|11|81.8000|SG_22;SG_43;SG_5;SG_22;SG_43;SG_5;SG_42
323|18|AMNB|22|81.8000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_18;SG_47
324|18|HCKT|22|81.8000|SG_14;SG_4;SG_41;SG_19;SG_14;SG_4;SG_41;SG_19
325|18|KINS|22|81.8000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
326|18|OPTT|22|81.8000|SG_37;SG_12;SG_5;SG_42;SG_37;SG_12;SG_5
327|18|FULT|22|81.8000|SG_41;SG_3;SG_22;SG_18;SG_41;SG_3;SG_10;SG_18
328|9|AOUT|11|81.8000|SG_4;SG_18;SG_4;SG_42;SG_18
329|18|PSTX|22|81.8000|SG_4;SG_43;SG_47;SG_4;SG_43;SG_42;SG_47
330|41|OSW|50|82.0000|SG_4;SG_23;SG_40;SG_42;SG_4;SG_23;SG_40;SG_42
331|32|CCAP|39|82.1000|SG_4;SG_41;SG_26;SG_10;SG_4;SG_26;SG_10
332|32|ASTE|39|82.1000|SG_4;SG_41;SG_12;SG_19;SG_4;SG_41;SG_12;SG_19
333|23|NVCR|28|82.1000|SG_23;SG_2;SG_23;SG_46;SG_2
334|23|OMAB|28|82.1000|SG_37;SG_3;SG_22;SG_12;SG_19;SG_37;SG_3;SG_22;SG_12;SG_42;SG_19
335|46|PERI|56|82.1000|SG_14;SG_4;SG_33;SG_19;SG_14;SG_4;SG_33;SG_19
336|46|AZN|56|82.1000|SG_41;SG_37;SG_24;SG_34;SG_19;SG_2;SG_41;SG_37;SG_24;SG_34;SG_19;SG_2
337|23|ASML|28|82.1000|SG_20;SG_14;SG_20
338|37|EML|45|82.2000|SG_41;SG_23;SG_12;SG_5;SG_18;SG_41;SG_23;SG_12;SG_5
339|37|EPAY|45|82.2000|SG_14;SG_4;SG_22;SG_47;SG_14;SG_4;SG_22;SG_42;SG_46;SG_47
340|37|IART|45|82.2000|SG_23;SG_3;SG_43;SG_42;SG_19;SG_23;SG_3;SG_43;SG_19;SG_46
341|37|PCAR|45|82.2000|SG_41;SG_12;SG_18;SG_2;SG_41;SG_12;SG_18;SG_2
342|37|PSTI|45|82.2000|SG_37;SG_33;SG_22;SG_43;SG_5;SG_42;SG_37;SG_33;SG_22;SG_43;SG_5
343|51|INMD|62|82.3000|SG_20;SG_33;SG_3;SG_43;SG_20;SG_33;SG_3;SG_43;SG_42
344|14|PRDO|17|82.4000|SG_4;SG_42;SG_18;SG_4;SG_42;SG_18
345|14|NERV|17|82.4000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
346|14|CABA|17|82.4000|SG_4;SG_43;SG_42;SG_4;SG_43;SG_42
347|28|GOSS|34|82.4000|SG_4;SG_23;SG_43;SG_42;SG_4;SG_23;SG_43;SG_42
348|28|FAT|34|82.4000|SG_41;SG_37;SG_26;SG_5;SG_41;SG_37;SG_26;SG_5
349|42|CPSI|51|82.4000|SG_4;SG_22;SG_49;SG_43;SG_42;SG_19;SG_46;SG_47;SG_4;SG_49;SG_43;SG_19;SG_47
350|28|FCRD|34|82.4000|SG_41;SG_26;SG_5;SG_10;SG_41;SG_26;SG_5;SG_10
351|14|PRVB|17|82.4000|SG_4;SG_43;SG_4;SG_43
352|14|ARNA|17|82.4000|SG_3;SG_22;SG_43;SG_42;SG_3;SG_22;SG_43;SG_42
353|14|FHTX|17|82.4000|SG_4;SG_22;SG_43;SG_4;SG_43
354|14|OBAS|17|82.4000|SG_16;SG_37;SG_26;SG_33;SG_42;SG_16;SG_37;SG_26;SG_33
355|14|FBIO|17|82.4000|SG_4;SG_22;SG_4;SG_22;SG_43
356|33|NVEE|40|82.5000|SG_4;SG_22;SG_12;SG_42;SG_19;SG_4;SG_12;SG_19
357|33|GILD|40|82.5000|SG_41;SG_24;SG_18;SG_2;SG_41;SG_24;SG_2
358|33|CYAD|40|82.5000|SG_26;SG_40;SG_43;SG_34;SG_26;SG_40;SG_43;SG_34
359|33|CSIQ|40|82.5000|SG_14;SG_24;SG_3;SG_19;SG_14;SG_24;SG_3;SG_19
360|52|FOLD|63|82.5000|SG_24;SG_40;SG_3;SG_43;SG_46;SG_47;SG_24;SG_40;SG_3;SG_43;SG_42;SG_47
361|19|BANR|23|82.6000|SG_41;SG_3;SG_22;SG_10;SG_41;SG_3;SG_22;SG_10
362|19|GNPX|23|82.6000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5
363|43|BCPC|52|82.7000|SG_20;SG_41;SG_3;SG_22;SG_7;SG_20;SG_41;SG_3;SG_22;SG_7
364|24|GECC|29|82.8000|SG_26;SG_17;SG_5;SG_41;SG_26;SG_17;SG_5;SG_10
365|24|PFG|29|82.8000|SG_41;SG_22;SG_10;SG_18;SG_2;SG_41;SG_22;SG_10;SG_18;SG_2
366|24|GBCI|29|82.8000|SG_41;SG_3;SG_22;SG_46;SG_10;SG_18;SG_41;SG_3;SG_10;SG_18
367|24|INPX|29|82.8000|SG_14;SG_37;SG_22;SG_5;SG_14;SG_37;SG_22;SG_5
368|24|NWPX|29|82.8000|SG_12;SG_5;SG_42;SG_18;SG_12;SG_5;SG_42;SG_46;SG_18
369|24|CONN|29|82.8000|SG_4;SG_22;SG_46;SG_18;SG_4;SG_22;SG_42;SG_46;SG_18
370|24|LIND|29|82.8000|SG_4;SG_26;SG_42;SG_4;SG_26
371|24|GDYN|29|82.8000|SG_14;SG_4;SG_42;SG_47;SG_14;SG_4;SG_47
372|29|EPSN|35|82.9000|SG_7;SG_5;SG_42;SG_19;SG_7;SG_5;SG_19
373|29|ITRI|35|82.9000|SG_14;SG_40;SG_3;SG_22;SG_47;SG_14;SG_40;SG_3;SG_22;SG_42;SG_47
374|29|AINV|35|82.9000|SG_4;SG_23;SG_10;SG_18;SG_4;SG_41;SG_23;SG_10;SG_18
375|29|ICPT|35|82.9000|SG_4;SG_26;SG_43;SG_4;SG_26;SG_43;SG_42
376|29|PTSI|35|82.9000|SG_4;SG_23;SG_12;SG_42;SG_18;SG_4;SG_23;SG_12;SG_42;SG_18
377|29|CREG|35|82.9000|SG_37;SG_22;SG_17;SG_12;SG_42;SG_37;SG_22;SG_17;SG_12
378|29|APM|35|82.9000|SG_37;SG_22;SG_43;SG_34;SG_5;SG_37;SG_22;SG_43;SG_34;SG_5;SG_42
379|29|MOR|35|82.9000|SG_4;SG_37;SG_22;SG_43;SG_34;SG_4;SG_22;SG_34
380|29|BBIO|35|82.9000|SG_26;SG_3;SG_43;SG_26;SG_3;SG_43;SG_42
381|29|DOOO|35|82.9000|SG_41;SG_26;SG_3;SG_19;SG_41;SG_26;SG_3;SG_19
382|39|FAST|47|83.0000|SG_41;SG_22;SG_12;SG_19;SG_2;SG_41;SG_22;SG_12;SG_19;SG_2
383|44|BOSC|53|83.0000|SG_14;SG_37;SG_33;SG_22;SG_42;SG_18;SG_14;SG_37;SG_33;SG_22;SG_18
384|69|HZNP|83|83.1000|SG_20;SG_22;SG_43;SG_34;SG_42;SG_46;SG_47;SG_2;SG_20;SG_22;SG_43;SG_34;SG_42;SG_47;SG_2
385|15|BOTJ|18|83.3000|SG_22;SG_5;SG_18;SG_41;SG_22;SG_46;SG_10;SG_18
386|5|HSDT|6|83.3000|SG_42;SG_43;SG_42
387|20|CENTA|24|83.3000|SG_4;SG_26;SG_42;SG_4;SG_26;SG_42;SG_18
388|15|OPNT|18|83.3000|SG_22;SG_43;SG_5;SG_42;SG_47;SG_22;SG_43;SG_5;SG_47
389|15|OBLG|18|83.3000|SG_14;SG_22;SG_5;SG_42;SG_14;SG_22;SG_5;SG_42
390|10|CDXS|12|83.3000|SG_4;SG_43;SG_42;SG_4;SG_43
391|20|HX|24|83.3000|SG_37;SG_22;SG_5;SG_42;SG_10;SG_37;SG_22;SG_42
392|10|ISTR|12|83.3000|SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
393|15|MSON|18|83.3000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_22;SG_42
394|35|PAYA|42|83.3000|SG_14;SG_4;SG_23;SG_40;SG_14;SG_4;SG_23;SG_40
395|35|HLNE|42|83.3000|SG_41;SG_40;SG_3;SG_22;SG_19;SG_10;SG_41;SG_40;SG_3;SG_22;SG_19;SG_10
396|15|NOACU|18|83.3000|SG_26;SG_37;SG_26;SG_42;SG_10
397|10|IMAB|12|83.3000|SG_3;SG_43;SG_42;SG_3;SG_43;SG_42
398|10|CFMS|12|83.3000|SG_43;SG_5;SG_42;SG_22;SG_43;SG_5;SG_42
399|15|FRGI|18|83.3000|SG_22;SG_5;SG_42;SG_19;SG_22;SG_5;SG_19
400|10|ESBK|12|83.3000|SG_37;SG_5;SG_37;SG_22;SG_10;SG_18
401|20|MOMO|24|83.3000|SG_14;SG_3;SG_22;SG_42;SG_18;SG_14;SG_3;SG_22;SG_18
402|15|OM|18|83.3000|SG_3;SG_43;SG_46;SG_3;SG_42;SG_47
403|40|NESR|48|83.3000|SG_4;SG_22;SG_7;SG_42;SG_18;SG_4;SG_22;SG_7;SG_18
404|15|PLUG|18|83.3000|SG_12;SG_42;SG_2;SG_12;SG_2
405|10|MEIP|12|83.3000|SG_4;SG_43;SG_4;SG_43
406|15|AMBA|18|83.3000|SG_14;SG_42;SG_47;SG_14;SG_3;SG_42;SG_47
407|10|CRMD|12|83.3000|SG_43;SG_5;SG_43;SG_5;SG_42
408|10|MOHO|12|83.3000|SG_37;SG_22;SG_42;SG_37;SG_42
409|20|LMFA|24|83.3000|SG_37;SG_17;SG_42;SG_10;SG_37;SG_17;SG_42;SG_10
410|30|EWBC|36|83.3000|SG_41;SG_22;SG_10;SG_18;SG_47;SG_2;SG_41;SG_22;SG_10;SG_18;SG_47;SG_2
411|10|LTRN|12|83.3000|SG_43;SG_43;SG_5
412|5|MRKR|6|83.3000|SG_43;SG_43;SG_5;SG_42
413|5|MFH|6|83.3000|SG_37;SG_42;SG_37
414|20|JFU|24|83.3000|SG_14;SG_4;SG_42;SG_14;SG_4;SG_37;SG_42
415|30|INSM|36|83.3000|SG_23;SG_3;SG_43;SG_46;SG_47;SG_23;SG_3;SG_43;SG_46;SG_47
416|5|ARCE|6|83.3000|SG_4;SG_22;SG_42;SG_42
417|5|AMED|6|83.3000|SG_3;SG_46;SG_18;SG_3;SG_18
418|20|PSNL|24|83.3000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_22;SG_43;SG_46;SG_47
419|20|INDB|24|83.3000|SG_41;SG_3;SG_22;SG_10;SG_18;SG_3;SG_22;SG_10;SG_18
420|30|GSMG|36|83.3000|SG_14;SG_37;SG_22;SG_5;SG_42;SG_18;SG_14;SG_37;SG_5;SG_42;SG_18
421|30|HTBI|36|83.3000|SG_4;SG_41;SG_19;SG_10;SG_4;SG_41;SG_19;SG_10
422|46|GILT|55|83.6000|SG_14;SG_4;SG_41;SG_33;SG_18;SG_14;SG_4;SG_41;SG_33;SG_18
423|41|FOXA|49|83.7000|SG_14;SG_41;SG_23;SG_18;SG_2;SG_14;SG_41;SG_23;SG_18;SG_2
424|36|LBTYK|43|83.7000|SG_14;SG_26;SG_34;SG_42;SG_14;SG_26;SG_34;SG_2
425|36|NBRV|43|83.7000|SG_37;SG_22;SG_43;SG_34;SG_5;SG_42;SG_37;SG_22;SG_43;SG_34;SG_5;SG_42
426|36|IOSP|43|83.7000|SG_41;SG_3;SG_7;SG_19;SG_3;SG_7;SG_19
427|31|LBC|37|83.8000|SG_4;SG_41;SG_37;SG_22;SG_10;SG_18;SG_4;SG_41;SG_37;SG_22;SG_10;SG_18
428|31|HCSG|37|83.8000|SG_4;SG_41;SG_40;SG_18;SG_4;SG_41;SG_40;SG_18
429|31|NBIX|37|83.8000|SG_40;SG_3;SG_43;SG_19;SG_47;SG_40;SG_3;SG_43;SG_19
430|31|KE|37|83.8000|SG_4;SG_49;SG_12;SG_42;SG_18;SG_47;SG_4;SG_49;SG_12;SG_42;SG_47
431|31|LSTR|37|83.8000|SG_41;SG_40;SG_3;SG_22;SG_12;SG_41;SG_40;SG_3;SG_12;SG_18
432|31|MBII|37|83.8000|SG_23;SG_7;SG_5;SG_23;SG_7;SG_5
433|26|PLYA|31|83.9000|SG_4;SG_24;SG_49;SG_42;SG_47;SG_4;SG_24;SG_49;SG_47
434|26|HFWA|31|83.9000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_22;SG_10;SG_18
435|26|GLBS|31|83.9000|SG_37;SG_12;SG_5;SG_42;SG_22;SG_12;SG_5
436|26|GEVO|31|83.9000|SG_4;SG_22;SG_7;SG_4;SG_22;SG_7;SG_42
437|26|NATH|31|83.9000|SG_41;SG_26;SG_5;SG_18;SG_26;SG_5;SG_18
438|26|CTAS|31|83.9000|SG_41;SG_23;SG_12;SG_19;SG_2;SG_23;SG_12;SG_2
439|21|IRBT|25|84.0000|SG_14;SG_3;SG_42;SG_46;SG_18;SG_14;SG_3;SG_42;SG_18
440|21|BFIN|25|84.0000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
441|21|LPCN|25|84.0000|SG_37;SG_43;SG_5;SG_37;SG_22;SG_43;SG_5;SG_42
442|21|IDEX|25|84.0000|SG_14;SG_4;SG_37;SG_22;SG_14;SG_4;SG_37;SG_22;SG_42
443|21|DUOT|25|84.0000|SG_14;SG_26;SG_42;SG_14;SG_26
444|21|APYX|25|84.0000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_22;SG_43
445|21|CHMG|25|84.0000|SG_41;SG_5;SG_10;SG_18;SG_41;SG_5
446|21|NMIH|25|84.0000|SG_3;SG_22;SG_42;SG_10;SG_18;SG_3;SG_22;SG_42;SG_10;SG_18
447|21|OLED|25|84.0000|SG_14;SG_41;SG_3;SG_19;SG_14;SG_41;SG_3;SG_19
448|16|NDRA|19|84.2000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5
449|16|GCBC|19|84.2000|SG_41;SG_37;SG_22;SG_5;SG_10;SG_18;SG_41;SG_37;SG_5;SG_10;SG_18
450|32|BPMC|38|84.2000|SG_40;SG_3;SG_43;SG_18;SG_47;SG_40;SG_3;SG_43;SG_42;SG_47
451|32|LMB|38|84.2000|SG_12;SG_5;SG_42;SG_19;SG_22;SG_12;SG_5;SG_42;SG_19
452|16|PMD|19|84.2000|SG_22;SG_43;SG_42;SG_22;SG_43;SG_42
453|16|BTAI|19|84.2000|SG_4;SG_43;SG_42;SG_4;SG_43
454|32|BKCC|38|84.2000|SG_4;SG_41;SG_26;SG_10;SG_4;SG_41;SG_26
455|16|PACB|19|84.2000|SG_3;SG_43;SG_42;SG_47;SG_3;SG_43;SG_47
456|16|INTG|19|84.2000|SG_37;SG_26;SG_5;SG_42;SG_18;SG_37;SG_26;SG_42;SG_18
457|32|BRKR|38|84.2000|SG_41;SG_23;SG_19;SG_2;SG_23;SG_19;SG_2
458|43|PKOH|51|84.3000|SG_4;SG_41;SG_24;SG_12;SG_19;SG_4;SG_41;SG_24;SG_12;SG_19
459|27|AFYA|32|84.4000|SG_4;SG_23;SG_19;SG_4;SG_23;SG_42;SG_19
460|27|ICLK|32|84.4000|SG_14;SG_4;SG_14;SG_4;SG_22
461|27|PRPL|32|84.4000|SG_4;SG_40;SG_22;SG_4;SG_40;SG_22;SG_42
462|27|HURN|32|84.4000|SG_4;SG_12;SG_19;SG_47;SG_4;SG_12;SG_42;SG_47
463|54|MMLP|64|84.4000|SG_26;SG_7;SG_5;SG_47;SG_41;SG_26;SG_7;SG_5
464|27|AMKR|32|84.4000|SG_14;SG_41;SG_3;SG_22;SG_18;SG_14;SG_41;SG_3;SG_22;SG_18
465|27|ORPH|32|84.4000|SG_37;SG_43;SG_34;SG_5;SG_37;SG_22;SG_43;SG_34;SG_5;SG_42
466|27|NWS|32|84.4000|SG_14;SG_41;SG_26;SG_2;SG_14;SG_26;SG_2
467|27|HAYN|32|84.4000|SG_4;SG_41;SG_12;SG_4;SG_41;SG_12
468|38|MRCC|45|84.4000|SG_41;SG_26;SG_17;SG_5;SG_10;SG_41;SG_26;SG_17;SG_5;SG_10
469|38|NSTG|45|84.4000|SG_23;SG_40;SG_3;SG_43;SG_42;SG_23;SG_40;SG_3;SG_43;SG_42
470|38|PRTH|45|84.4000|SG_14;SG_4;SG_37;SG_26;SG_42;SG_19;SG_14;SG_4;SG_37;SG_26;SG_19
471|49|PFMT|58|84.5000|SG_23;SG_12;SG_5;SG_47;SG_23;SG_12;SG_5;SG_42;SG_46;SG_47
472|11|AYRO|13|84.6000|SG_5;SG_42;SG_47;SG_5;SG_42
473|11|FVCB|13|84.6000|SG_22;SG_5;SG_10;SG_22;SG_5;SG_42;SG_10;SG_18
474|11|AQB|13|84.6000|SG_22;SG_5;SG_42;SG_22;SG_5;SG_42
475|22|JAKK|26|84.6000|SG_26;SG_5;SG_42;SG_26;SG_5
476|11|FCNCP|13|84.6000|SG_26;SG_41;SG_26;SG_10
477|11|FGEN|13|84.6000|SG_4;SG_43;SG_42;SG_4;SG_22;SG_43
478|22|EFSC|26|84.6000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_10;SG_18
479|11|ALDX|13|84.6000|SG_4;SG_43;SG_4;SG_22;SG_43
480|22|DKNG|26|84.6000|SG_22;SG_49;SG_47;SG_2;SG_22;SG_49;SG_42;SG_46;SG_47;SG_2
481|11|ALT|13|84.6000|SG_4;SG_43;SG_4;SG_43;SG_42
482|22|DWSN|26|84.6000|SG_22;SG_7;SG_5;SG_22;SG_7;SG_5;SG_42
483|11|CMPI|13|84.6000|SG_43;SG_5;SG_42;SG_43;SG_5
484|22|BLI|26|84.6000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_43;SG_46
485|11|KLDO|13|84.6000|SG_22;SG_43;SG_5;SG_43;SG_5
486|22|OFIX|26|84.6000|SG_4;SG_40;SG_43;SG_4;SG_40;SG_43;SG_42
487|11|CASI|13|84.6000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_5;SG_42
488|22|CYBE|26|84.6000|SG_14;SG_5;SG_42;SG_19;SG_14;SG_5;SG_42;SG_19
489|11|PIRS|13|84.6000|SG_4;SG_43;SG_4;SG_43
490|44|LECO|52|84.6000|SG_41;SG_23;SG_3;SG_12;SG_19;SG_41;SG_23;SG_3;SG_12;SG_19
491|22|MAXN|26|84.6000|SG_14;SG_4;SG_42;SG_14;SG_4;SG_42
492|33|APLS|39|84.6000|SG_26;SG_3;SG_49;SG_43;SG_42;SG_46;SG_47;SG_26;SG_3;SG_49;SG_43;SG_47
493|33|EVOP|39|84.6000|SG_14;SG_4;SG_26;SG_40;SG_14;SG_4;SG_26;SG_40;SG_42
494|39|GLMD|46|84.8000|SG_33;SG_43;SG_5;SG_33;SG_43;SG_5
495|28|DTEA|33|84.8000|SG_37;SG_22;SG_17;SG_5;SG_37;SG_17;SG_5;SG_42
496|28|LOVE|33|84.8000|SG_4;SG_40;SG_19;SG_47;SG_4;SG_40;SG_42;SG_19;SG_47
497|28|MRVL|33|84.8000|SG_14;SG_41;SG_22;SG_2;SG_14;SG_22;SG_2
498|28|HLIO|33|84.8000|SG_41;SG_3;SG_22;SG_12;SG_19;SG_41;SG_3;SG_22;SG_12;SG_19;SG_47
499|28|MKTX|33|84.8000|SG_20;SG_2;SG_20;SG_2
500|17|LOGC|20|85.0000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_43;SG_5
501|34|OTRK|40|85.0000|SG_23;SG_43;SG_5;SG_42;SG_46;SG_47;SG_23;SG_43;SG_5;SG_46;SG_47
502|51|ITRN|60|85.0000|SG_14;SG_4;SG_41;SG_33;SG_14;SG_4;SG_41;SG_33;SG_22;SG_18
503|17|AWH|20|85.0000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_22;SG_43
504|17|EYPT|20|85.0000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_43
505|17|MEDP|20|85.0000|SG_3;SG_42;SG_19;SG_3;SG_43;SG_42;SG_19
506|34|LX|40|85.0000|SG_4;SG_23;SG_17;SG_42;SG_10;SG_4;SG_23;SG_17;SG_42;SG_10
507|17|OXBR|20|85.0000|SG_37;SG_22;SG_19;SG_10;SG_37;SG_22;SG_42;SG_19;SG_10
508|17|EBSB|20|85.0000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41
509|40|BLDR|47|85.1000|SG_40;SG_22;SG_12;SG_42;SG_18;SG_2;SG_40;SG_22;SG_12;SG_46;SG_18;SG_2
510|23|ADXS|27|85.2000|SG_37;SG_43;SG_5;SG_37;SG_43;SG_5;SG_42
511|23|LINC|27|85.2000|SG_22;SG_17;SG_5;SG_42;SG_22;SG_17;SG_5
512|23|FSTR|27|85.2000|SG_12;SG_5;SG_42;SG_18;SG_22;SG_12;SG_5;SG_42;SG_18
513|23|CFFN|27|85.2000|SG_4;SG_41;SG_10;SG_18;SG_47;SG_4;SG_41;SG_46;SG_10
514|23|FMAO|27|85.2000|SG_41;SG_37;SG_5;SG_10;SG_18;SG_41;SG_37;SG_5;SG_10
515|46|OTEX|54|85.2000|SG_14;SG_23;SG_19;SG_2;SG_14;SG_41;SG_23;SG_19;SG_2
516|23|FNCB|27|85.2000|SG_41;SG_37;SG_22;SG_10;SG_18;SG_37;SG_22;SG_10;SG_18
517|23|COHU|27|85.2000|SG_14;SG_4;SG_22;SG_42;SG_18;SG_14;SG_4;SG_46;SG_18
518|23|PLPC|27|85.2000|SG_4;SG_41;SG_12;SG_18;SG_4;SG_41;SG_22;SG_12;SG_18
